Hours since 00:00 Jan 1,price,fit
2630,23.87,12.8
2631,40.05,12.8
2632,40.05,12.8
2633,40.05,12.8
2634,40.05,12.8
2635,40.05,12.8
2636,40.05,12.8
2637,23.87,12.8
2638,23.87,12.8
2639,21.78,12.8
2640,21.78,12.8
2641,21.78,12.8
2642,21.78,12.8
2643,21.78,12.8
2644,21.78,12.8
2645,21.78,12.8
2646,21.78,12.8
2647,23.87,12.8
2648,23.87,12.8
2649,23.87,12.8
2650,23.87,12.8
2651,23.87,12.8
2652,23.87,12.8
2653,23.87,12.8
2654,23.87,12.8
2655,40.05,12.8
2656,40.05,12.8
2657,40.05,12.8
2658,40.05,12.8
2659,40.05,12.8
2660,40.05,12.8
2661,23.87,12.8
2662,23.87,12.8
2663,21.78,12.8
2664,21.78,12.8
2665,21.78,12.8
2666,21.78,12.8
2667,21.78,12.8
2668,21.78,12.8
2669,21.78,12.8
2670,21.78,12.8
2671,23.87,12.8
2672,23.87,12.8
2673,23.87,12.8
2674,23.87,12.8
2675,23.87,12.8
2676,23.87,12.8
2677,23.87,12.8
2678,23.87,12.8
2679,40.05,12.8
2680,40.05,12.8
2681,40.05,12.8
2682,40.05,12.8
2683,40.05,12.8
2684,40.05,12.8
2685,23.87,12.8
2686,23.87,12.8
2687,21.78,12.8
2688,21.78,12.8
2689,21.78,12.8
2690,21.78,12.8
2691,21.78,12.8
2692,21.78,12.8
2693,21.78,12.8
2694,21.78,12.8
2695,23.87,12.8
2696,23.87,12.8
2697,23.87,12.8
2698,23.87,12.8
2699,23.87,12.8
2700,23.87,12.8
2701,23.87,12.8
2702,23.87,12.8
2703,40.05,12.8
2704,40.05,12.8
2705,40.05,12.8
2706,40.05,12.8
2707,40.05,12.8
2708,40.05,12.8
2709,23.87,12.8
2710,23.87,12.8
2711,21.78,12.8
2712,21.78,12.8
2713,21.78,12.8
2714,21.78,12.8
2715,21.78,12.8
2716,21.78,12.8
2717,21.78,12.8
2718,21.78,12.8
2719,23.87,12.8
2720,23.87,12.8
2721,23.87,12.8
2722,23.87,12.8
2723,23.87,12.8
2724,23.87,12.8
2725,23.87,12.8
2726,23.87,12.8
2727,40.05,12.8
2728,40.05,12.8
2729,40.05,12.8
2730,40.05,12.8
2731,40.05,12.8
2732,40.05,12.8
2733,23.87,12.8
2734,23.87,12.8
2735,21.78,12.8
2736,21.78,12.8
2737,21.78,12.8
2738,21.78,12.8
2739,21.78,12.8
2740,21.78,12.8
2741,21.78,12.8
2742,21.78,12.8
2743,23.87,12.8
2744,23.87,12.8
2745,23.87,12.8
2746,23.87,12.8
2747,23.87,12.8
2748,23.87,12.8
2749,23.87,12.8
2750,23.87,12.8
2751,40.05,12.8
2752,40.05,12.8
2753,40.05,12.8
2754,40.05,12.8
2755,40.05,12.8
2756,40.05,12.8
2757,23.87,12.8
2758,23.87,12.8
2759,21.78,12.8
2760,21.78,12.8
2761,21.78,12.8
2762,21.78,12.8
2763,21.78,12.8
2764,21.78,12.8
2765,21.78,12.8
2766,21.78,12.8
2767,23.87,12.8
2768,23.87,12.8
2769,23.87,12.8
2770,23.87,12.8
2771,23.87,12.8
2772,23.87,12.8
2773,23.87,12.8
2774,23.87,12.8
2775,40.05,12.8
2776,40.05,12.8
2777,40.05,12.8
2778,40.05,12.8
2779,40.05,12.8
2780,40.05,12.8
2781,23.87,12.8
2782,23.87,12.8
2783,21.78,12.8
2784,21.78,12.8
2785,21.78,12.8
2786,21.78,12.8
2787,21.78,12.8
2788,21.78,12.8
2789,21.78,12.8
2790,21.78,12.8
2791,23.87,12.8
2792,23.87,12.8
2793,23.87,12.8
2794,23.87,12.8
2795,23.87,12.8
2796,23.87,12.8
2797,23.87,12.8
2798,23.87,12.8
2799,40.05,12.8
2800,40.05,12.8
2801,40.05,12.8
2802,40.05,12.8
2803,40.05,12.8
2804,40.05,12.8
2805,23.87,12.8
2806,23.87,12.8
2807,21.78,12.8
2808,21.78,12.8
2809,21.78,12.8
2810,21.78,12.8
2811,21.78,12.8
2812,21.78,12.8
2813,21.78,12.8
2814,21.78,12.8
2815,23.87,12.8
2816,23.87,12.8
2817,23.87,12.8
2818,23.87,12.8
2819,23.87,12.8
2820,23.87,12.8
2821,23.87,12.8
2822,23.87,12.8
2823,40.05,12.8
2824,40.05,12.8
2825,40.05,12.8
2826,40.05,12.8
2827,40.05,12.8
2828,40.05,12.8
2829,23.87,12.8
2830,23.87,12.8
2831,21.78,12.8
2832,21.78,12.8
2833,21.78,12.8
2834,21.78,12.8
2835,21.78,12.8
2836,21.78,12.8
2837,21.78,12.8
2838,21.78,12.8
2839,23.87,12.8
2840,23.87,12.8
2841,23.87,12.8
2842,23.87,12.8
2843,23.87,12.8
2844,23.87,12.8
2845,23.87,12.8
2846,23.87,12.8
2847,40.05,12.8
2848,40.05,12.8
2849,40.05,12.8
2850,40.05,12.8
2851,40.05,12.8
2852,40.05,12.8
2853,23.87,12.8
2854,23.87,12.8
2855,21.78,12.8
2856,21.78,12.8
2857,21.78,12.8
2858,21.78,12.8
2859,21.78,12.8
2860,21.78,12.8
2861,21.78,12.8
2862,21.78,12.8
2863,23.87,12.8
2864,23.87,12.8
2865,23.87,12.8
2866,23.87,12.8
2867,23.87,12.8
2868,23.87,12.8
2869,23.87,12.8
2870,23.87,12.8
2871,40.05,12.8
2872,40.05,12.8
2873,40.05,12.8
2874,40.05,12.8
2875,40.05,12.8
2876,40.05,12.8
2877,23.87,12.8
2878,23.87,12.8
2879,21.78,12.8
2880,21.78,12.8
2881,21.78,12.8
2882,21.78,12.8
2883,21.78,12.8
2884,21.78,12.8
2885,21.78,12.8
2886,21.78,12.8
2887,23.87,12.8
2888,23.87,12.8
2889,23.87,12.8
2890,23.87,12.8
2891,23.87,12.8
2892,23.87,12.8
2893,23.87,12.8
2894,23.87,12.8
2895,40.05,12.8
2896,40.05,12.8
2897,40.05,12.8
2898,40.05,12.8
2899,40.05,12.8
2900,40.05,12.8
2901,23.87,12.8
2902,23.87,12.8
2903,21.78,12.8
2904,21.78,12.8
2905,21.78,12.8
2906,21.78,12.8
2907,21.78,12.8
2908,21.78,12.8
2909,21.78,12.8
2910,21.78,12.8
2911,23.87,12.8
2912,23.87,12.8
2913,23.87,12.8
2914,23.87,12.8
2915,23.87,12.8
2916,23.87,12.8
2917,23.87,12.8
2918,23.87,12.8
2919,40.05,12.8
2920,40.05,12.8
2921,40.05,12.8
2922,40.05,12.8
2923,40.05,12.8
2924,40.05,12.8
2925,23.87,12.8
2926,23.87,12.8
2927,21.78,12.8
2928,21.78,12.8
2929,21.78,12.8
2930,21.78,12.8
2931,21.78,12.8
2932,21.78,12.8
2933,21.78,12.8
2934,21.78,12.8
2935,23.87,12.8
2936,23.87,12.8
2937,23.87,12.8
2938,23.87,12.8
2939,23.87,12.8
2940,23.87,12.8
2941,23.87,12.8
2942,23.87,12.8
2943,40.05,12.8
2944,40.05,12.8
2945,40.05,12.8
2946,40.05,12.8
2947,40.05,12.8
2948,40.05,12.8
2949,23.87,12.8
2950,23.87,12.8
2951,21.78,12.8
2952,21.78,12.8
2953,21.78,12.8
2954,21.78,12.8
2955,21.78,12.8
2956,21.78,12.8
2957,21.78,12.8
2958,21.78,12.8
2959,23.87,12.8
2960,23.87,12.8
2961,23.87,12.8
2962,23.87,12.8
2963,23.87,12.8
2964,23.87,12.8
2965,23.87,12.8
2966,23.87,12.8
2967,40.05,12.8
2968,40.05,12.8
2969,40.05,12.8
2970,40.05,12.8
2971,40.05,12.8
2972,40.05,12.8
2973,23.87,12.8
2974,23.87,12.8
2975,21.78,12.8
2976,21.78,12.8
2977,21.78,12.8
2978,21.78,12.8
2979,21.78,12.8
2980,21.78,12.8
2981,21.78,12.8
2982,21.78,12.8
2983,23.87,12.8
2984,23.87,12.8
2985,23.87,12.8
2986,23.87,12.8
2987,23.87,12.8
2988,23.87,12.8
2989,23.87,12.8
2990,23.87,12.8
2991,40.05,12.8
2992,40.05,12.8
2993,40.05,12.8
2994,40.05,12.8
2995,40.05,12.8
2996,40.05,12.8
2997,23.87,12.8
2998,23.87,12.8
2999,21.78,12.8
3000,21.78,12.8
3001,21.78,12.8
3002,21.78,12.8
3003,21.78,12.8
3004,21.78,12.8
3005,21.78,12.8
3006,21.78,12.8
3007,23.87,12.8
3008,23.87,12.8
3009,23.87,12.8
3010,23.87,12.8
3011,23.87,12.8
3012,23.87,12.8
3013,23.87,12.8
3014,23.87,12.8
3015,40.05,12.8
3016,40.05,12.8
3017,40.05,12.8
3018,40.05,12.8
3019,40.05,12.8
3020,40.05,12.8
3021,23.87,12.8
3022,23.87,12.8
3023,21.78,12.8
3024,21.78,12.8
3025,21.78,12.8
3026,21.78,12.8
3027,21.78,12.8
3028,21.78,12.8
3029,21.78,12.8
3030,21.78,12.8
3031,23.87,12.8
3032,23.87,12.8
3033,23.87,12.8
3034,23.87,12.8
3035,23.87,12.8
3036,23.87,12.8
3037,23.87,12.8
3038,23.87,12.8
3039,40.05,12.8
3040,40.05,12.8
3041,40.05,12.8
3042,40.05,12.8
3043,40.05,12.8
3044,40.05,12.8
3045,23.87,12.8
3046,23.87,12.8
3047,21.78,12.8
3048,21.78,12.8
3049,21.78,12.8
3050,21.78,12.8
3051,21.78,12.8
3052,21.78,12.8
3053,21.78,12.8
3054,21.78,12.8
3055,23.87,12.8
3056,23.87,12.8
3057,23.87,12.8
3058,23.87,12.8
3059,23.87,12.8
3060,23.87,12.8
3061,23.87,12.8
3062,23.87,12.8
3063,40.05,12.8
3064,40.05,12.8
3065,40.05,12.8
3066,40.05,12.8
3067,40.05,12.8
3068,40.05,12.8
3069,23.87,12.8
3070,23.87,12.8
3071,21.78,12.8
3072,21.78,12.8
3073,21.78,12.8
3074,21.78,12.8
3075,21.78,12.8
3076,21.78,12.8
3077,21.78,12.8
3078,21.78,12.8
3079,23.87,12.8
3080,23.87,12.8
3081,23.87,12.8
3082,23.87,12.8
3083,23.87,12.8
3084,23.87,12.8
3085,23.87,12.8
3086,23.87,12.8
3087,40.05,12.8
3088,40.05,12.8
3089,40.05,12.8
3090,40.05,12.8
3091,40.05,12.8
3092,40.05,12.8
3093,23.87,12.8
3094,23.87,12.8
3095,21.78,12.8
3096,21.78,12.8
3097,21.78,12.8
3098,21.78,12.8
3099,21.78,12.8
3100,21.78,12.8
3101,21.78,12.8
3102,21.78,12.8
3103,23.87,12.8
3104,23.87,12.8
3105,23.87,12.8
3106,23.87,12.8
3107,23.87,12.8
3108,23.87,12.8
3109,23.87,12.8
3110,23.87,12.8
3111,40.05,12.8
3112,40.05,12.8
3113,40.05,12.8
3114,40.05,12.8
3115,40.05,12.8
3116,40.05,12.8
3117,23.87,12.8
3118,23.87,12.8
3119,21.78,12.8
3120,21.78,12.8
3121,21.78,12.8
3122,21.78,12.8
3123,21.78,12.8
3124,21.78,12.8
3125,21.78,12.8
3126,21.78,12.8
3127,23.87,12.8
3128,23.87,12.8
3129,23.87,12.8
3130,23.87,12.8
3131,23.87,12.8
3132,23.87,12.8
3133,23.87,12.8
3134,23.87,12.8
3135,40.05,12.8
3136,40.05,12.8
3137,40.05,12.8
3138,40.05,12.8
3139,40.05,12.8
3140,40.05,12.8
3141,23.87,12.8
3142,23.87,12.8
3143,21.78,12.8
3144,21.78,12.8
3145,21.78,12.8
3146,21.78,12.8
3147,21.78,12.8
3148,21.78,12.8
3149,21.78,12.8
3150,21.78,12.8
3151,23.87,12.8
3152,23.87,12.8
3153,23.87,12.8
3154,23.87,12.8
3155,23.87,12.8
3156,23.87,12.8
3157,23.87,12.8
3158,23.87,12.8
3159,40.05,12.8
3160,40.05,12.8
3161,40.05,12.8
3162,40.05,12.8
3163,40.05,12.8
3164,40.05,12.8
3165,23.87,12.8
3166,23.87,12.8
3167,21.78,12.8
3168,21.78,12.8
3169,21.78,12.8
3170,21.78,12.8
3171,21.78,12.8
3172,21.78,12.8
3173,21.78,12.8
3174,21.78,12.8
3175,23.87,12.8
3176,23.87,12.8
3177,23.87,12.8
3178,23.87,12.8
3179,23.87,12.8
3180,23.87,12.8
3181,23.87,12.8
3182,23.87,12.8
3183,40.05,12.8
3184,40.05,12.8
3185,40.05,12.8
3186,40.05,12.8
3187,40.05,12.8
3188,40.05,12.8
3189,23.87,12.8
3190,23.87,12.8
3191,21.78,12.8
3192,21.78,12.8
3193,21.78,12.8
3194,21.78,12.8
3195,21.78,12.8
3196,21.78,12.8
3197,21.78,12.8
3198,21.78,12.8
3199,23.87,12.8
3200,23.87,12.8
3201,23.87,12.8
3202,23.87,12.8
3203,23.87,12.8
3204,23.87,12.8
3205,23.87,12.8
3206,23.87,12.8
3207,40.05,12.8
3208,40.05,12.8
3209,40.05,12.8
3210,40.05,12.8
3211,40.05,12.8
3212,40.05,12.8
3213,23.87,12.8
3214,23.87,12.8
3215,21.78,12.8
3216,21.78,12.8
3217,21.78,12.8
3218,21.78,12.8
3219,21.78,12.8
3220,21.78,12.8
3221,21.78,12.8
3222,21.78,12.8
3223,23.87,12.8
3224,23.87,12.8
3225,23.87,12.8
3226,23.87,12.8
3227,23.87,12.8
3228,23.87,12.8
3229,23.87,12.8
3230,23.87,12.8
3231,40.05,12.8
3232,40.05,12.8
3233,40.05,12.8
3234,40.05,12.8
3235,40.05,12.8
3236,40.05,12.8
3237,23.87,12.8
3238,23.87,12.8
3239,21.78,12.8
3240,21.78,12.8
3241,21.78,12.8
3242,21.78,12.8
3243,21.78,12.8
3244,21.78,12.8
3245,21.78,12.8
3246,21.78,12.8
3247,23.87,12.8
3248,23.87,12.8
3249,23.87,12.8
3250,23.87,12.8
3251,23.87,12.8
3252,23.87,12.8
3253,23.87,12.8
3254,23.87,12.8
3255,40.05,12.8
3256,40.05,12.8
3257,40.05,12.8
3258,40.05,12.8
3259,40.05,12.8
3260,40.05,12.8
3261,23.87,12.8
3262,23.87,12.8
3263,21.78,12.8
3264,21.78,12.8
3265,21.78,12.8
3266,21.78,12.8
3267,21.78,12.8
3268,21.78,12.8
3269,21.78,12.8
3270,21.78,12.8
3271,23.87,12.8
3272,23.87,12.8
3273,23.87,12.8
3274,23.87,12.8
3275,23.87,12.8
3276,23.87,12.8
3277,23.87,12.8
3278,23.87,12.8
3279,40.05,12.8
3280,40.05,12.8
3281,40.05,12.8
3282,40.05,12.8
3283,40.05,12.8
3284,40.05,12.8
3285,23.87,12.8
3286,23.87,12.8
3287,21.78,12.8
3288,21.78,12.8
3289,21.78,12.8
3290,21.78,12.8
3291,21.78,12.8
3292,21.78,12.8
3293,21.78,12.8
3294,21.78,12.8
3295,23.87,12.8
3296,23.87,12.8
3297,23.87,12.8
3298,23.87,12.8
3299,23.87,12.8
3300,23.87,12.8
3301,23.87,12.8
3302,23.87,12.8
3303,40.05,12.8
3304,40.05,12.8
3305,40.05,12.8
3306,40.05,12.8
3307,40.05,12.8
3308,40.05,12.8
3309,23.87,12.8
3310,23.87,12.8
3311,21.78,12.8
3312,21.78,12.8
3313,21.78,12.8
3314,21.78,12.8
3315,21.78,12.8
3316,21.78,12.8
3317,21.78,12.8
3318,21.78,12.8
3319,23.87,12.8
3320,23.87,12.8
3321,23.87,12.8
3322,23.87,12.8
3323,23.87,12.8
3324,23.87,12.8
3325,23.87,12.8
3326,23.87,12.8
3327,40.05,12.8
3328,40.05,12.8
3329,40.05,12.8
3330,40.05,12.8
3331,40.05,12.8
3332,40.05,12.8
3333,23.87,12.8
3334,23.87,12.8
3335,21.78,12.8
3336,21.78,12.8
3337,21.78,12.8
3338,21.78,12.8
3339,21.78,12.8
3340,21.78,12.8
3341,21.78,12.8
3342,21.78,12.8
3343,23.87,12.8
3344,23.87,12.8
3345,23.87,12.8
3346,23.87,12.8
3347,23.87,12.8
3348,23.87,12.8
3349,23.87,12.8
3350,23.87,12.8
3351,40.05,12.8
3352,40.05,12.8
3353,40.05,12.8
3354,40.05,12.8
3355,40.05,12.8
3356,40.05,12.8
3357,23.87,12.8
3358,23.87,12.8
3359,21.78,12.8
3360,21.78,12.8
3361,21.78,12.8
3362,21.78,12.8
3363,21.78,12.8
3364,21.78,12.8
3365,21.78,12.8
3366,21.78,12.8
3367,23.87,12.8
3368,23.87,12.8
3369,23.87,12.8
3370,23.87,12.8
3371,23.87,12.8
3372,23.87,12.8
3373,23.87,12.8
3374,23.87,12.8
3375,40.05,12.8
3376,40.05,12.8
3377,40.05,12.8
3378,40.05,12.8
3379,40.05,12.8
3380,40.05,12.8
3381,23.87,12.8
3382,23.87,12.8
3383,21.78,12.8
3384,21.78,12.8
3385,21.78,12.8
3386,21.78,12.8
3387,21.78,12.8
3388,21.78,12.8
3389,21.78,12.8
3390,21.78,12.8
3391,23.87,12.8
3392,23.87,12.8
3393,23.87,12.8
3394,23.87,12.8
3395,23.87,12.8
3396,23.87,12.8
3397,23.87,12.8
3398,23.87,12.8
3399,40.05,12.8
3400,40.05,12.8
3401,40.05,12.8
3402,40.05,12.8
3403,40.05,12.8
3404,40.05,12.8
3405,23.87,12.8
3406,23.87,12.8
3407,21.78,12.8
3408,21.78,12.8
3409,21.78,12.8
3410,21.78,12.8
3411,21.78,12.8
3412,21.78,12.8
3413,21.78,12.8
3414,21.78,12.8
3415,23.87,12.8
3416,23.87,12.8
3417,23.87,12.8
3418,23.87,12.8
3419,23.87,12.8
3420,23.87,12.8
3421,23.87,12.8
3422,23.87,12.8
3423,40.05,12.8
3424,40.05,12.8
3425,40.05,12.8
3426,40.05,12.8
3427,40.05,12.8
3428,40.05,12.8
3429,23.87,12.8
3430,23.87,12.8
3431,21.78,12.8
3432,21.78,12.8
3433,21.78,12.8
3434,21.78,12.8
3435,21.78,12.8
3436,21.78,12.8
3437,21.78,12.8
3438,21.78,12.8
3439,23.87,12.8
3440,23.87,12.8
3441,23.87,12.8
3442,23.87,12.8
3443,23.87,12.8
3444,23.87,12.8
3445,23.87,12.8
3446,23.87,12.8
3447,40.05,12.8
3448,40.05,12.8
3449,40.05,12.8
3450,40.05,12.8
3451,40.05,12.8
3452,40.05,12.8
3453,23.87,12.8
3454,23.87,12.8
3455,21.78,12.8
3456,21.78,12.8
3457,21.78,12.8
3458,21.78,12.8
3459,21.78,12.8
3460,21.78,12.8
3461,21.78,12.8
3462,21.78,12.8
3463,23.87,12.8
3464,23.87,12.8
3465,23.87,12.8
3466,23.87,12.8
3467,23.87,12.8
3468,23.87,12.8
3469,23.87,12.8
3470,23.87,12.8
3471,40.05,12.8
3472,40.05,12.8
3473,40.05,12.8
3474,40.05,12.8
3475,40.05,12.8
3476,40.05,12.8
3477,23.87,12.8
3478,23.87,12.8
3479,21.78,12.8
3480,21.78,12.8
3481,21.78,12.8
3482,21.78,12.8
3483,21.78,12.8
3484,21.78,12.8
3485,21.78,12.8
3486,21.78,12.8
3487,23.87,12.8
3488,23.87,12.8
3489,23.87,12.8
3490,23.87,12.8
3491,23.87,12.8
3492,23.87,12.8
3493,23.87,12.8
3494,23.87,12.8
3495,40.05,12.8
3496,40.05,12.8
3497,40.05,12.8
3498,40.05,12.8
3499,40.05,12.8
3500,40.05,12.8
3501,23.87,12.8
3502,23.87,12.8
3503,21.78,12.8
3504,21.78,12.8
3505,21.78,12.8
3506,21.78,12.8
3507,21.78,12.8
3508,21.78,12.8
3509,21.78,12.8
3510,21.78,12.8
3511,23.87,12.8
3512,23.87,12.8
3513,23.87,12.8
3514,23.87,12.8
3515,23.87,12.8
3516,23.87,12.8
3517,23.87,12.8
3518,23.87,12.8
3519,40.05,12.8
3520,40.05,12.8
3521,40.05,12.8
3522,40.05,12.8
3523,40.05,12.8
3524,40.05,12.8
3525,23.87,12.8
3526,23.87,12.8
3527,21.78,12.8
3528,21.78,12.8
3529,21.78,12.8
3530,21.78,12.8
3531,21.78,12.8
3532,21.78,12.8
3533,21.78,12.8
3534,21.78,12.8
3535,23.87,12.8
3536,23.87,12.8
3537,23.87,12.8
3538,23.87,12.8
3539,23.87,12.8
3540,23.87,12.8
3541,23.87,12.8
3542,23.87,12.8
3543,40.05,12.8
3544,40.05,12.8
3545,40.05,12.8
3546,40.05,12.8
3547,40.05,12.8
3548,40.05,12.8
3549,23.87,12.8
3550,23.87,12.8
3551,21.78,12.8
3552,21.78,12.8
3553,21.78,12.8
3554,21.78,12.8
3555,21.78,12.8
3556,21.78,12.8
3557,21.78,12.8
3558,21.78,12.8
3559,23.87,12.8
3560,23.87,12.8
3561,23.87,12.8
3562,23.87,12.8
3563,23.87,12.8
3564,23.87,12.8
3565,23.87,12.8
3566,23.87,12.8
3567,40.05,12.8
3568,40.05,12.8
3569,40.05,12.8
3570,40.05,12.8
3571,40.05,12.8
3572,40.05,12.8
3573,23.87,12.8
3574,23.87,12.8
3575,21.78,12.8
3576,21.78,12.8
3577,21.78,12.8
3578,21.78,12.8
3579,21.78,12.8
3580,21.78,12.8
3581,21.78,12.8
3582,21.78,12.8
3583,23.87,12.8
3584,23.87,12.8
3585,23.87,12.8
3586,23.87,12.8
3587,23.87,12.8
3588,23.87,12.8
3589,23.87,12.8
3590,23.87,12.8
3591,40.05,12.8
3592,40.05,12.8
3593,40.05,12.8
3594,40.05,12.8
3595,40.05,12.8
3596,40.05,12.8
3597,23.87,12.8
3598,23.87,12.8
3599,21.78,12.8
3600,21.78,12.8
3601,21.78,12.8
3602,21.78,12.8
3603,21.78,12.8
3604,21.78,12.8
3605,21.78,12.8
3606,21.78,12.8
3607,23.87,12.8
3608,23.87,12.8
3609,23.87,12.8
3610,23.87,12.8
3611,23.87,12.8
3612,23.87,12.8
3613,23.87,12.8
3614,23.87,12.8
3615,40.05,12.8
3616,40.05,12.8
3617,40.05,12.8
3618,40.05,12.8
3619,40.05,12.8
3620,40.05,12.8
3621,23.87,12.8
3622,23.87,12.8
3623,21.78,12.8
3624,21.78,12.8
3625,21.78,12.8
3626,21.78,12.8
3627,21.78,12.8
3628,21.78,12.8
3629,21.78,12.8
3630,21.78,12.8
3631,23.87,12.8
3632,23.87,12.8
3633,23.87,12.8
3634,23.87,12.8
3635,23.87,12.8
3636,23.87,12.8
3637,23.87,12.8
3638,23.87,12.8
3639,40.05,12.8
3640,40.05,12.8
3641,40.05,12.8
3642,40.05,12.8
3643,40.05,12.8
3644,40.05,12.8
3645,23.87,12.8
3646,23.87,12.8
3647,21.78,12.8
3648,21.78,12.8
3649,21.78,12.8
3650,21.78,12.8
3651,21.78,12.8
3652,21.78,12.8
3653,21.78,12.8
3654,21.78,12.8
3655,23.87,12.8
3656,23.87,12.8
3657,23.87,12.8
3658,23.87,12.8
3659,23.87,12.8
3660,23.87,12.8
3661,23.87,12.8
3662,23.87,12.8
3663,40.05,12.8
3664,40.05,12.8
3665,40.05,12.8
3666,40.05,12.8
3667,40.05,12.8
3668,40.05,12.8
3669,23.87,12.8
3670,23.87,12.8
3671,21.78,12.8
3672,21.78,12.8
3673,21.78,12.8
3674,21.78,12.8
3675,21.78,12.8
3676,21.78,12.8
3677,21.78,12.8
3678,21.78,12.8
3679,23.87,12.8
3680,23.87,12.8
3681,23.87,12.8
3682,23.87,12.8
3683,23.87,12.8
3684,23.87,12.8
3685,23.87,12.8
3686,23.87,12.8
3687,40.05,12.8
3688,40.05,12.8
3689,40.05,12.8
3690,40.05,12.8
3691,40.05,12.8
3692,40.05,12.8
3693,23.87,12.8
3694,23.87,12.8
3695,21.78,12.8
3696,21.78,12.8
3697,21.78,12.8
3698,21.78,12.8
3699,21.78,12.8
3700,21.78,12.8
3701,21.78,12.8
3702,21.78,12.8
3703,23.87,12.8
3704,23.87,12.8
3705,23.87,12.8
3706,23.87,12.8
3707,23.87,12.8
3708,23.87,12.8
3709,23.87,12.8
3710,23.87,12.8
3711,40.05,12.8
3712,40.05,12.8
3713,40.05,12.8
3714,40.05,12.8
3715,40.05,12.8
3716,40.05,12.8
3717,23.87,12.8
3718,23.87,12.8
3719,21.78,12.8
3720,21.78,12.8
3721,21.78,12.8
3722,21.78,12.8
3723,21.78,12.8
3724,21.78,12.8
3725,21.78,12.8
3726,21.78,12.8
3727,23.87,12.8
3728,23.87,12.8
3729,23.87,12.8
3730,23.87,12.8
3731,23.87,12.8
3732,23.87,12.8
3733,23.87,12.8
3734,23.87,12.8
3735,40.05,12.8
3736,40.05,12.8
3737,40.05,12.8
3738,40.05,12.8
3739,40.05,12.8
3740,40.05,12.8
3741,23.87,12.8
3742,23.87,12.8
3743,21.78,12.8
3744,21.78,12.8
3745,21.78,12.8
3746,21.78,12.8
3747,21.78,12.8
3748,21.78,12.8
3749,21.78,12.8
3750,21.78,12.8
3751,23.87,12.8
3752,23.87,12.8
3753,23.87,12.8
3754,23.87,12.8
3755,23.87,12.8
3756,23.87,12.8
3757,23.87,12.8
3758,23.87,12.8
3759,40.05,12.8
3760,40.05,12.8
3761,40.05,12.8
3762,40.05,12.8
3763,40.05,12.8
3764,40.05,12.8
3765,23.87,12.8
3766,23.87,12.8
3767,21.78,12.8
3768,21.78,12.8
3769,21.78,12.8
3770,21.78,12.8
3771,21.78,12.8
3772,21.78,12.8
3773,21.78,12.8
3774,21.78,12.8
3775,23.87,12.8
3776,23.87,12.8
3777,23.87,12.8
3778,23.87,12.8
3779,23.87,12.8
3780,23.87,12.8
3781,23.87,12.8
3782,23.87,12.8
3783,40.05,12.8
3784,40.05,12.8
3785,40.05,12.8
3786,40.05,12.8
3787,40.05,12.8
3788,40.05,12.8
3789,23.87,12.8
3790,23.87,12.8
3791,21.78,12.8
3792,21.78,12.8
3793,21.78,12.8
3794,21.78,12.8
3795,21.78,12.8
3796,21.78,12.8
3797,21.78,12.8
3798,21.78,12.8
3799,23.87,12.8
3800,23.87,12.8
3801,23.87,12.8
3802,23.87,12.8
3803,23.87,12.8
3804,23.87,12.8
3805,23.87,12.8
3806,23.87,12.8
3807,40.05,12.8
3808,40.05,12.8
3809,40.05,12.8
3810,40.05,12.8
3811,40.05,12.8
3812,40.05,12.8
3813,23.87,12.8
3814,23.87,12.8
3815,21.78,12.8
3816,21.78,12.8
3817,21.78,12.8
3818,21.78,12.8
3819,21.78,12.8
3820,21.78,12.8
3821,21.78,12.8
3822,21.78,12.8
3823,23.87,12.8
3824,23.87,12.8
3825,23.87,12.8
3826,23.87,12.8
3827,23.87,12.8
3828,23.87,12.8
3829,23.87,12.8
3830,23.87,12.8
3831,40.05,12.8
3832,40.05,12.8
3833,40.05,12.8
3834,40.05,12.8
3835,40.05,12.8
3836,40.05,12.8
3837,23.87,12.8
3838,23.87,12.8
3839,21.78,12.8
3840,21.78,12.8
3841,21.78,12.8
3842,21.78,12.8
3843,21.78,12.8
3844,21.78,12.8
3845,21.78,12.8
3846,21.78,12.8
3847,23.87,12.8
3848,23.87,12.8
3849,23.87,12.8
3850,23.87,12.8
3851,23.87,12.8
3852,23.87,12.8
3853,23.87,12.8
3854,23.87,12.8
3855,40.05,12.8
3856,40.05,12.8
3857,40.05,12.8
3858,40.05,12.8
3859,40.05,12.8
3860,40.05,12.8
3861,23.87,12.8
3862,23.87,12.8
3863,21.78,12.8
3864,21.78,12.8
3865,21.78,12.8
3866,21.78,12.8
3867,21.78,12.8
3868,21.78,12.8
3869,21.78,12.8
3870,21.78,12.8
3871,23.87,12.8
3872,23.87,12.8
3873,23.87,12.8
3874,23.87,12.8
3875,23.87,12.8
3876,23.87,12.8
3877,23.87,12.8
3878,23.87,12.8
3879,40.05,12.8
3880,40.05,12.8
3881,40.05,12.8
3882,40.05,12.8
3883,40.05,12.8
3884,40.05,12.8
3885,23.87,12.8
3886,23.87,12.8
3887,21.78,12.8
3888,21.78,12.8
3889,21.78,12.8
3890,21.78,12.8
3891,21.78,12.8
3892,21.78,12.8
3893,21.78,12.8
3894,21.78,12.8
3895,23.87,12.8
3896,23.87,12.8
3897,23.87,12.8
3898,23.87,12.8
3899,23.87,12.8
